,user1_diff,user1_change,user2_diff,user2_change,user3_diff,user3_change,user4_diff,user4_change,user5_diff,user5_change,user6_diff,user6_change,user7_diff,user7_change,user8_diff,user8_change
73,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0
74,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0
75,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
76,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0
77,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
78,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
79,1.0,0,1.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0.0,0,1.0,0
80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
81,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0
82,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
83,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0
84,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0,1.0,0
85,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
86,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0
87,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0
88,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
89,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
91,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0
92,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0
93,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
94,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0
95,0.0,0,1.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
96,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
97,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
98,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
99,0.0,0,1.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
100,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,1.0,0
101,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
102,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,1.0,0
103,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0
104,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
105,0.0,0,1.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
106,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0
107,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
108,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
109,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
110,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
111,1.0,0,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0
112,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0
113,0.0,0,1.0,0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
114,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
115,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0
116,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0,1.0,0
117,0.0,0,1.0,0,1.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0
118,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
119,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0
120,1.0,0,1.0,0,0.0,0,0.0,0,1.0,0,1.0,0,1.0,0,0.0,0
121,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
122,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
123,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
124,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
125,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0
126,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0
127,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0
128,0.0,0,1.0,0,1.0,0,0.0,0,1.0,0,0.0,0,1.0,0,0.0,0
129,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
130,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0
131,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0
132,1.0,0,1.0,0,1.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0
133,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
134,0.0,0,0.0,0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,1.0,0
135,0.0,0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
136,1.0,0,0.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0.0,0,1.0,0
137,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
138,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
139,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
140,1.0,0,1.0,0,1.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0
141,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
142,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
143,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
144,0.0,0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0
145,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
146,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
147,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0,1.0,0
148,0.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
149,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,1.0,0,0.0,0
150,0.0,0,1.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,4.0,0
151,0.0,0,0.0,0,1.0,0,0.0,0,2.0,0,0.0,0,0.0,0,1.0,0
152,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0
153,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
154,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
155,0.0,0,0.0,0,1.0,0,0.0,0,2.0,0,0.0,0,0.0,0,37.0,1
156,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,4.0,1
157,1.0,0,1.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0.0,0,6.0,1
158,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0,0.0,1
159,0.0,0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,6.0,1
160,1.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0,1.0,1
161,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
162,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
163,0.0,0,0.0,0,0.0,0,0.0,0,44.0,1,0.0,0,0.0,0,1.0,1
164,0.0,0,0.0,0,1.0,0,0.0,0,0.0,1,0.0,0,0.0,0,1.0,1
165,0.0,0,0.0,0,38.0,1,1.0,0,1.0,1,0.0,0,0.0,0,4.0,1
166,1.0,0,0.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.0,0,8.0,1
167,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,1.0,0,5.0,1
168,0.0,0,1.0,0,0.0,1,0.0,0,1.0,1,0.0,0,0.0,0,2.0,1
169,0.0,0,0.0,0,1.0,1,1.0,0,1.0,1,0.0,0,0.0,0,2.0,1
170,1.0,0,0.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.0,0,2.0,1
171,0.0,0,0.0,0,0.0,1,0.0,0,2.0,1,0.0,0,0.0,0,0.0,1
172,0.0,0,1.0,0,0.0,1,0.0,0,0.0,1,0.0,0,1.0,0,0.0,1
173,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,2.0,1
174,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,0.0,0,0.0,0,2.0,1
175,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,1.0,1
176,0.0,0,1.0,0,0.0,1,0.0,0,1.0,1,0.0,0,0.0,0,12.0,1
177,1.0,0,0.0,0,1.0,1,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1
178,0.0,0,1.0,0,0.0,1,0.0,0,1.0,1,0.0,0,1.0,0,1.0,1
179,0.0,0,1.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,1.0,1
180,0.0,0,1.0,0,0.0,1,1.0,0,1.0,1,0.0,0,0.0,0,1.0,1
181,0.0,0,0.0,0,1.0,1,1.0,0,0.0,1,0.0,0,0.0,0,1.0,1
182,1.0,0,0.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1
183,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,1.0,1
184,0.0,0,0.0,0,0.0,1,0.0,0,1.0,1,0.0,0,0.0,0,1.0,1
185,0.0,0,0.0,0,0.0,1,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1
186,0.0,0,1.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1
187,1.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,1
188,0.0,0,1.0,0,1.0,1,0.0,0,3.0,1,0.0,0,0.0,0,1.0,1
189,0.0,0,0.0,0,0.0,1,0.0,0,2.0,1,0.0,0,1.0,0,0.0,1
190,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1
191,0.0,0,1.0,0,0.0,1,0.0,0,1.0,1,0.0,0,0.0,0,1.0,1
192,0.0,0,1.0,0,1.0,1,1.0,0,4.0,1,0.0,0,0.0,0,0.0,1
193,1.0,0,0.0,0,0.0,1,0.0,0,1.0,1,1.0,0,0.0,0,1.0,1
194,0.0,0,1.0,0,0.0,1,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1
195,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,1.0,1
196,0.0,0,0.0,0,1.0,1,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1
197,1.0,0,0.0,0,0.0,1,0.0,0,0.0,1,1.0,0,1.0,0,0.0,1
198,0.0,0,1.0,0,0.0,1,1.0,0,0.0,1,0.0,0,0.0,0,0.0,1
199,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,1.0,1
200,1.0,0,0.0,0,1.0,1,0.0,0,1.0,1,1.0,0,0.0,0,1.0,1
201,0.0,0,1.0,0,0.0,1,1.0,0,0.0,1,0.0,0,1.0,0,0.0,1
202,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1
203,0.0,0,0.0,0,0.0,1,0.0,0,1.0,1,0.0,0,0.0,0,1.0,1
204,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,0.0,0,0.0,0,0.0,1
205,0.0,0,1.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1
206,0.0,0,0.0,0,0.0,1,0.0,0,2.0,1,0.0,0,0.0,0,0.0,1
207,0.0,0,0.0,0,1.0,1,0.0,0,1.0,1,0.0,0,1.0,0,0.0,1
208,0.0,0,1.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,1.0,1
209,1.0,0,0.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1
210,0.0,0,32.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1
211,0.0,0,1.0,1,0.0,1,0.0,0,2.0,1,0.0,0,0.0,0,1.0,1
212,1.0,0,0.0,1,1.0,1,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1
213,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,1.0,0,1.0,1
214,0.0,0,2.0,1,0.0,1,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1
215,0.0,0,0.0,1,0.0,1,1.0,0,0.0,1,0.0,0,0.0,0,1.0,1
216,1.0,0,0.0,1,0.0,1,0.0,0,0.0,1,1.0,0,1.0,0,0.0,1
217,0.0,0,0.0,1,1.0,1,0.0,0,0.0,1,0.0,0,0.0,0,1.0,1
218,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1
219,0.0,0,0.0,1,0.0,1,1.0,0,2.0,1,0.0,0,0.0,0,1.0,1
220,2.0,0,0.0,1,0.0,1,0.0,0,0.0,1,2.0,0,0.0,0,0.0,1
221,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1
222,0.0,0,1.0,1,0.0,1,0.0,0,1.0,1,0.0,0,1.0,0,0.0,1
223,0.0,0,0.0,1,1.0,1,1.0,0,0.0,1,0.0,0,0.0,0,1.0,1
224,1.0,0,0.0,1,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,1
225,1.0,0,0.0,1,0.0,1,0.0,0,1.0,1,1.0,0,0.0,0,0.0,1
226,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1
227,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1
228,0.0,0,0.0,1,0.0,1,0.0,0,1.0,1,0.0,0,2.0,0,0.0,1
229,0.0,0,1.0,1,1.0,1,1.0,0,1.0,1,0.0,0,0.0,0,0.0,1
230,1.0,0,0.0,1,0.0,1,0.0,0,0.0,1,1.0,0,1.0,0,0.0,1
231,0.0,0,0.0,1,0.0,1,1.0,0,0.0,1,0.0,0,0.0,0,0.0,1
232,0.0,0,0.0,1,1.0,1,0.0,0,1.0,1,0.0,0,1.0,0,0.0,1
233,0.0,0,0.0,1,0.0,1,1.0,0,0.0,1,0.0,0,0.0,0,0.0,1
234,0.0,0,1.0,1,0.0,1,0.0,0,0.0,1,0.0,0,1.0,0,0.0,1
235,0.0,0,1.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1
236,0.0,0,0.0,1,0.0,1,1.0,0,0.0,1,0.0,0,0.0,0,0.0,1
237,0.0,0,0.0,1,1.0,1,0.0,0,0.0,1,0.0,0,2.0,0,0.0,1
238,1.0,0,1.0,1,0.0,1,33.0,1,0.0,1,1.0,0,0.0,0,0.0,1
239,0.0,0,0.0,1,0.0,1,0.0,1,1.0,1,0.0,0,1.0,0,0.0,1
240,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1
241,0.0,0,1.0,1,0.0,1,1.0,1,0.0,1,0.0,0,0.0,0,0.0,1
242,1.0,0,0.0,1,0.0,1,0.0,1,1.0,1,1.0,0,0.0,0,0.0,1
243,0.0,0,0.0,1,1.0,1,1.0,1,0.0,1,0.0,0,1.0,0,0.0,1
244,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1
245,0.0,0,0.0,1,1.0,1,0.0,1,1.0,1,0.0,0,30.0,1,0.0,1
246,1.0,0,1.0,1,0.0,1,1.0,1,0.0,1,1.0,0,0.0,1,0.0,1
247,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,1.0,1,0.0,1
248,0.0,0,1.0,1,0.0,1,0.0,1,1.0,1,0.0,0,1.0,1,0.0,1
249,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,1.0,1,0.0,1
250,0.0,0,1.0,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1
251,0.0,0,0.0,1,1.0,1,0.0,1,0.0,1,0.0,0,1.0,1,0.0,1
252,0.0,0,1.0,1,0.0,1,0.0,1,12.0,1,0.0,0,0.0,1,0.0,1
253,1.0,0,0.0,1,0.0,1,1.0,1,1.0,1,1.0,0,0.0,1,0.0,1
254,0.0,0,0.0,1,0.0,1,0.0,1,1.0,1,0.0,0,1.0,1,0.0,1
255,0.0,0,0.0,1,1.0,1,0.0,1,0.0,1,0.0,0,1.0,1,0.0,1
256,0.0,0,1.0,1,0.0,1,1.0,1,0.0,1,0.0,0,1.0,1,0.0,1
257,0.0,0,0.0,1,0.0,1,0.0,1,1.0,1,0.0,0,0.0,1,0.0,1
258,0.0,0,0.0,1,1.0,1,0.0,1,0.0,1,0.0,0,1.0,1,0.0,1
259,0.0,0,1.0,1,0.0,1,0.0,1,1.0,1,0.0,0,0.0,1,0.0,1
260,0.0,0,0.0,1,0.0,1,1.0,1,1.0,1,0.0,0,1.0,1,0.0,1
261,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1
262,1.0,0,0.0,1,0.0,1,0.0,1,0.0,1,1.0,0,0.0,1,0.0,1
263,0.0,0,0.0,1,1.0,1,1.0,1,1.0,1,0.0,0,0.0,1,0.0,1
264,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,1.0,1,0.0,1
265,0.0,0,1.0,1,0.0,1,0.0,1,0.0,1,0.0,0,1.0,1,0.0,1
266,0.0,0,0.0,1,0.0,1,0.0,1,1.0,1,0.0,0,0.0,1,0.0,1
267,0.0,0,1.0,1,1.0,1,1.0,1,4.0,1,0.0,0,0.0,1,0.0,1
268,1.0,0,0.0,1,1.0,1,0.0,1,0.0,1,1.0,0,2.0,1,0.0,1
269,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1
270,0.0,0,1.0,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1
271,0.0,0,0.0,1,1.0,1,1.0,1,0.0,1,0.0,0,0.0,1,0.0,1
272,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1
273,0.0,0,0.0,1,0.0,1,0.0,1,3.0,1,0.0,0,1.0,1,0.0,1
